,Persian Translation (Google Translate),sentiment
5437,دلخور,-1
5438,دلخوری,-1
5439,دلخوش,1
5440,دلربا,1
5443,دلسرد کردن,-1
5444,دلسردی,-1
5445,دلسوز,1
5446,دلسوزی,1
5447,دلسوزی کردن بر,-1
5449,دلنشین,1
5450,دلهره,-1
5451,دلهره‌آور,-1
5452,دلواپس,-1
5453,دلیر,1
5454,دلپذیر,1
5455,دلپذیر,1
5457,دلپسند,1
5458,دلچسب,1
5459,دلگرم,1
5460,دلیر,1
5464,دل‌باز,1
5465,دل‌سرد,-1
5466,دل‌نگران,-1
5469,دمار,-1
5472,دمدمی‌مزاج,-1
5474,دمل,-1
5475,دمنده,-1
5478,دموکراسی,1
5488,دنج,1
5490,دندان قروچه کردن,-1
5495,دندانه دار کردن,-1
5499,دندان‌شکن,-1
5501,دندان‌گرد,-1
5502,دندان‌گیر,1
5503,دنده,1
5505,دنیادیده,1
5513,دهاتی,-1
5518,دهشتناک,-1
5522,دهن بین,-1
5532,دو دل,-1
5533,دو دلی,-1
5534,دو رو,-1
5545,دوام,1
5547,دوای زیاد خوردن,-1
5550,دوباره بدست اوردن,1
5552,دوباره به نواز دعوت کردن,1
5555,دوباره سازمان دادن,1
5557,دوباره قوت قلب دادن,1
5559,دوباره پر کردن,1
5565,دوبه‌هم‌زن,-1
5579,دوده,-1
5583,دور,-1
5584,دور از فهم,-1
5590,دورافتاده,-1
5591,دوراندیش,1
5593,دوران‌ساز,1
5604,دوره گردی,-1
5607,دوره‌دیده,1
5608,دوره‌ندیده,-1
5609,دورو,-1
5610,دورویی,-1
5614,دوز و کلک,-1
5615,دوزبانی,1
5616,دوزخ,-1
5623,دوست,1
5624,دوست داشتن,1
5625,دوست داشتنی,1
5626,دوست نداشتن,-1
5627,دوستانه,1
5628,دوستی,1
5629,دوست‌دار,1
5630,دوست‌داشتنی,1
5635,دوش گرفتن,-1
5636,دوشیزه,1
5645,دوقلو,1
5648,دولا دولا راه رفتن,-1
5652,دولت,-1
5653,دولتمند,1
5661,دون,-1
5665,دونفری خواندنی,1
5670,دوک,1
5684,دیدنی,1
5686,دیر,-1
5688,دیرفهم,-1
5689,دیرهنگام,-1
5690,دیرینه,-1
5691,دیرپز,-1
5699,دیوانه,-1
5705,دیکتاتور,-1
5709,دژ,1
5710,دژخیم,-1
5712,دکتر,1
5727,دیر,-1
5728,دیر باور,-1
5731,دیرتر از موقع,-1
5743,دیو,-1
5746,دیوان سالاری,-1
5747,دیوانه,-1
5748,دیوانه وار,-1
5749,دیوانگی,-1
5752,دیپلماتیک,1
5753,دیپلماسی,1
5754,دیکتاتور,-1
5755,دیکتاتوری,-1
5760,ذات الریه,-1
5764,ذبح,-1
5765,ذبح کردن,-1
5767,ذخیره,1
5772,ذره,-1
5777,ذلیل,-1
5785,ذیصلاح,1
5788,ذکر کردن,-1
5794,رئیس,1
5795,رئیس جمهور,1
5797,رئیس,1
5800,را ببخشند,1
5802,را تکذیب کرد,-1
5807,راحت,1
5808,راحت الحلقوم,1
5809,راحت شدن از درد,1
5810,راحتی,1
5811,راحتی,1
5814,رادون,-1
5816,رادیو,1
5817,رادیو اکتیو,-1
5832,راسخ,1
5833,راضی,1
5834,راضی,1
5835,راغب,1
5837,رام نشدنی,-1
5838,رام کردن,-1
5842,رانده‌شده,-1
5848,راه اندازی,1
5849,راه حل,1
5854,راه گریز,1
5855,راه گشا,1
5856,راهب,1
5859,راهبه,-1
5861,راهزن,-1
5863,راهنما,1
5864,راهنمایی,1
5865,راهنمایی کردن,1
5869,رایج,1
5872,راکد,-1
5874,رای مثبت,1
5876,رایحه,1
5881,رباخواری,-1
5884,ربایش,-1
5889,ربودن,-1
5890,ربودهشده,1
5891,ربوده‌شده,-1
5892,رتبه,-1
5895,رحم,1
5896,رحمت,1
5897,رخ,-1
5898,رخ دادن,-1
5900,رخام گچی,1
5901,رخشنده,1
5902,رخنه,-1
5903,رد,-1
5904,رد صلاحیت,-1
5907,رد کردن,-1
5909,ردشده,-1
5910,ردصلاحیت‌شده,-1
5911,ردع,-1
5915,ردیف,-1
5916,رذل,-1
5919,رزمارا,1
5929,رسانایی,1
5930,رساندن,1
5938,رستگار,1
5939,رستگاری,1
5941,رسمی,-1
5944,رسوا,-1
5945,رسوا کردن,-1
5946,رسوایی,-1
5951,رسول,1
5957,رسیدن,1
5959,رسیده,1
5964,رشد,1
5967,رشدیافته,1
5968,رشوه,-1
5969,رشوه خواری,-1
5970,رشید,1
5972,رضایت بخش,1
5974,رضایت بخشی,1
5975,رضایتبخش,-1
5979,رعب‌آور,-1
5980,رعب‌انگیز,-1
5982,رعدآسا,1
5983,رعنا,1
5986,رفاه عمومی,1
5991,رفت و آمد کردن,1
5999,رفیع,1
6000,رفیق,1
6001,رفیق,1
6002,رقابت,-1
6009,رقص,1
6017,رقیق القلب,1
6021,رقیق کردن,-1
6024,رم,-1
6025,رماتیسمی,-1
6036,رنج,-1
6037,رنج می‌برند,-1
6039,رنجور,-1
6040,رند,1
6041,رنده,-1
6042,رنده شده,-1
6043,رنسانس,1
6056,رنگ پریده,-1
6063,رنگ‌و‌رورفته,-1
6064,رها,-1
6068,رهایی,1
6070,رهبر,1
6072,رهبری,1
6077,رو به افزایش,1
6078,رو به مرگ,-1
6079,رو به وخامت گذاشته,-1
6080,روا,1
6085,روال,1
6087,روان شدن,-1
6094,روانکاو,1
6098,روان‌پریش,-1
6099,روان‌گردان,-1
6103,روبان,1
6107,روبنده,-1
6108,روت,1
6109,روح,1
6110,روح بخشیدن,1
6111,روح پلید,-1
6113,روحانی,1
6116,روح‌پرور,1
6122,روده‌دراز,-1
6123,روراست,1
6126,روز تعطیل,1
6127,روز قیامت,-1
6128,روزآمد,1
6132,روزنامه,1
6136,روزه,-1
6137,روزی‌رسان,1
6145,روسیاه,-1
6146,روش,1
6149,روشن بین,1
6150,روشن فکری,1
6151,روشن و تازه کردن,1
6153,روشن کردن,1
6154,روشنایی,1
6156,روشنی‌بخش,1
6159,روش‌مند,1
6163,روغنی,1
6166,روماتیسم,-1
6183,رویایی,1
6188,ریاکار,-1
6189,ریتمیک,1
6203,رکود,-1
6205,رکورددار,1
6206,رکوردشکن,1
6209,رگرسیون,-1
6212,ریاضت,-1
6216,ریاکار,-1
6219,ریختن,-1
6221,ریز ریز کردن,-1
6222,ریزه,-1
6229,ریشه کن کردن,-1
6232,رینگر,-1
6238,زائد,-1
6241,زار,-1
6246,زالو,-1
6250,زانی با محارم,-1
6251,زاهد,1
6266,زایمان,-1
6267,زایمان بچه مرده,-1
6269,زباله,-1
6273,زبان پریش,-1
6274,زبانشناس,1
6283,زبل,1
6284,زبون,-1
6285,زجرآور,-1
6286,زحمت دادن,-1
6288,زحمتکش,-1
6289,زخم,-1
6290,زخم التیام یابد,1
6291,زخم زبان,-1
6292,زخم زبان زدن,-1
6293,زخم زدن,-1
6294,زخمی,-1
6295,زخم‌خورده,-1
6300,زر و زیور,1
6310,زردی,-1
6312,زرنگ,1
6313,زرنگ و دانا,1
6314,زره,1
6321,زشت,-1
6330,زلال,1
6332,زلزله,-1
6333,زلزله‌خیز,-1
6339,زمخت,-1
6352,زمین گیر,-1
6361,زمین,1
6362,زمین بازی,1
6365,زمین لغزه,-1
6366,زمینه,1
6368,زمینهای پست,-1
6370,زن,1
6372,زن خانه دار,1
6373,زن ذلیل,-1
6375,زن صفت,-1
6381,زناکار,-1
6382,زنای با محارم,-1
6390,زندان,-1
6391,زندانی,-1
6392,زندانی,-1
6393,زنده,1
6394,زنده به گور,-1
6397,زنده ماندن,1
6399,زندگی‌بخش,1
6402,زننده,-1
6403,زنگ,-1
6406,زنگ زده,-1
6407,زنگار,-1
6409,زه کشی,-1
6410,زهر,-1
6412,زهرآلود,-1
6413,زهوار در رفته,-1
6420,زودباور,-1
6422,زودرنج,-1
6423,زودفهم,1
6427,زور,-1
6428,زورکی,-1
6429,زورگو,-1
6431,زیاده طلب,-1
6434,زیان آور,-1
6435,زیان بار,-1
6436,زیان بخش,-1
6437,زیان‌دیده,-1
6438,زیبا,1
6439,زیبارو,1
6453,زیرک,1
6459,زگیل,-1
6464,زیان,-1
6465,زیان اور,-1
6466,زیان رسان,-1
6467,زیبا,1
6468,زیبا سازی,1
6469,زیبا کردن,1
6470,زیبایی,1
6471,زیبایی شناسی,1
6479,زیر لب سخن گفتن,-1
6482,زیر و بمی صدا,1
6489,زیرک,1
6496,زیپ,-1
6497,سئوال برانگیز,-1
6498,سائل,-1
6501,سابقه,1
6503,ساحره,-1
6504,ساحل,1
6508,ساخت,-1
6509,ساختار,1
6512,ساختمان,1
6515,ساختن,1
6516,ساخته,-1
6521,ساختگی,-1
6523,ساده,1
6524,ساده دل,-1
6525,ساده لوح,-1
6526,ساده و بی تکلف,-1
6527,ساده کردن,1
6530,ساز و برگ,-1
6535,سازمان,1
6536,سازمان دادن,1
6537,سازمان یافته,1
6540,سازمان‌یافته,1
6541,سازنده,1
6543,سازگار,1
6544,سازگاری,1
6555,ساعی,1
6557,ساقدوش عروس,1
6559,ساقط‌شده,-1
6560,ساقه,-1
6562,ساقی,1
6566,سالار,1
6568,سالب,-1
6569,سالخورده,-1
6570,سالم,1
6572,سالن,-1
6575,سالگرد,1
6577,سامان‌مند,1
6578,سامان‌گرا,1
6579,سامان‌گریز,-1
6581,سامورایی,1
6585,سانحه,-1
6586,سانحه‌دیده,-1
6589,سانسورچی,-1
6596,ساکت,1
6597,ساکت کردن,1
6600,ساکن,1
6604,سایش,-1
6605,ساینده,-1
6607,سایه دار,-1
6616,سبزکور,-1
6624,سبک‌سر,-1
6628,ستارالعیوب,1
6629,ستاره,1
6632,ستاره شناس,1
6636,ستایش,1
6637,ستاینده,1
6638,سترون,-1
6640,ستم کردن,-1
6641,ستمگر,-1
6642,ستم‌دیده,-1
6643,ستم‌گر,-1
6645,ستودن,1
6646,ستوده,1
6648,ستون فقرات,1
6651,ستیزه جو,-1
6656,سحر,-1
6659,سخاوت,1
6660,سخاوت مند,1
6661,سخت,-1
6662,سخت‌گیر,-1
6663,سخت گیر,-1
6664,سختگیری,-1
6665,سخت‌گیرتر,-1
6669,سختگیرانه,-1
6670,سخت گیری,-1
6671,سختی,-1
6675,سخن بی معنی وبیهوده,-1
6676,سخن تند و ناشمرده,-1
6677,سخن زشت,-1
6678,سخن نامفهوم گفتن,-1
6679,سخن چین,-1
6681,سخنرانی,1
6682,سخنور,1
6686,سخیف,-1
6690,سر خوردن,1
6691,سر در گم,-1
6692,سر راست,1
6693,سر رسیده,-1
6694,سر سخت,1
6695,سر و صدا,-1
6697,سر گردان,-1
6698,سرآمد,1
6705,سرافراز,1
6706,سرافکنده,-1
6710,سرانجام,1
6714,سرایت,-1
6716,سرباز,1
6718,سرباز مزدور,-1
6723,سربلند,1
6727,سربه‌زنگاه,1
6729,سربه‌هوا,-1
6734,سرجنبان,1
6735,سرحال,1
6737,سرخ شدن,-1
6742,سرخورده,-1
6743,سرخوردگی,-1
6744,سرخوش,1
6745,سرخک,-1
6748,سرد,-1
6750,سرد و گرم روزگار چشیده,1
6751,سردرد,-1
6752,سردرگم,-1
6754,سردسته,1
6757,سردمدار,1
6759,سردی,-1
6760,سرریز,-1
6761,سرزده,-1
6763,سرزنش,-1
6764,سرزنش کردن,-1
6765,سرزنش‌آمیز,-1
6766,سرسام‌آور,-1
6768,سرسخت,1
6769,سرسری,-1
6770,سرسنگین,-1
6774,سرشناس,1
6775,سرشکسته,-1
6777,سرطان,-1
6778,سرطان خون,-1
6779,سرطانی,-1
6780,سرطان‌زا,-1
6781,سرعت,1
6783,سرفراز,1
6784,سرفصل,1
6785,سرفه,-1
6786,سرقت,-1
6787,سرقتی,-1
6789,سرم,1
6791,سرماخورده,-1
6792,سرمازدگی,-1
6794,سرمایه دار,1
6799,سرمست,1
6802,سرند,-1
6803,سرنوشت,-1
6807,سرنگونی,-1
6808,سرنیزه,-1
6811,سرهنگ,1
6812,سروان,1
6813,سرود,1
6816,سرور,1
6817,سرور و نشاط,1
6818,سروزبان‌دار,1
6819,سروقت,1
6823,سریع,1
6826,سرپرست,1
6832,سرکش,-1
6833,سرکشی,-1
6835,سرکوب کردن,-1
6836,سرکوبی,-1
6837,سرگردان,-1
6839,سرگرم,1
6840,سرگرم کردن,1
6841,سرگرم کننده,1
6842,سرگرمی,1
6843,سرگشته,-1
6844,سرگشتگی,-1
6845,سرگیجه,-1
6847,سریع,1
6851,سزاوار,1
6852,سست,-1
6854,سستی,-1
6855,سست‌عنصر,-1
6856,سطح,1
6858,سطح پهن هرچیزی,-1
6860,سطحی,-1
6863,سعادت,1
6864,سعادت مند,1
6865,سعادتمند,1
6867,سعید,1
6868,سعی و کوشش,1
6878,سفت,-1
6880,سفت و محکم,-1
6882,سفتی,-1
6883,سفر,1
6887,سفسطه,-1
6888,سفسطه آمیز,-1
6889,سفسطه کردن,-1
6890,سفله,-1
6892,سفیدبخت,1
6895,سفید,1
6896,سفید مایل به خاکستری,-1
6898,سفیر,1
6901,سقط جنین,-1
6904,سقوط,-1
6905,سقوط‌کرده,-1
6907,سلاح گرم,-1
6909,سلاست,1
6910,سلام,1
6912,سلب,-1
6913,سلب صلاحیت,-1
6914,سلب صلاحیت کردن از,-1
6915,سلب مالکیت,-1
6918,سلحشور,1
6929,سلطه,-1
6930,سلطه‌جو,-1
6931,سلطه‌طلب,-1
6938,سلیس,1
6940,سلیس,-1
6942,سم,-1
6946,سمت القدم,-1
6947,سمج,-1
6950,سمفونی,1
6954,سمی,-1
6956,سمی,-1
6963,سنت شکن,-1
6966,سنتی,1
6972,سنجیده,1
6979,سنکوپ,-1
6982,سنگ اسمانی بزرگ,1
6983,سنگ دل,-1
6984,سنگ سراطاق,1
6987,سنگ فرش,-1
6997,سنگر و استحکامات,1
6999,سنگسار,-1
7000,سنگلاخ,-1
7005,سنگین,-1
7009,سه,-1
7016,سهام,-1
7019,سهل,1
7020,سهل انگار,-1
7021,سهل‌العبور,1
7022,سهم,1
7030,سهولت,1
7031,سهوی,-1
7036,سوء استفاده,-1
7037,سوء تعبیر,-1
7038,سوء تفاهم,-1
7039,سوء رفتار,-1
7040,سوء ظن,-1
7041,سوء مدیریت,-1
7056,سوال,1
7057,سوال کننده,1
7058,سوال‌پیچ,-1
7061,سوت کارخانه,-1
7066,سوخته,-1
7068,سود,1
7070,سودآور,1
7071,سودا,-1
7072,سودار,-1
7074,سودبخش,1
7075,سودبرده,1
7076,سودجو,-1
7077,سودمند,1
7078,سودمندی,1
7079,سودکرده,1
7089,سوزان,-1
7091,سوزاک,-1
7092,سوزش,-1
7093,سوزش معده,-1
7094,سوزن,1
7097,سوز‌آور,-1
7104,سوسیالیست,-1
7105,سوسیس,-1
7110,سوناتا,1
7111,سونار,1
7112,سوپ,1
7115,سوک وار,-1
7116,سوگند,1
7117,سوگوار,-1
7125,سیاه‌مست,-1
7134,سیستماتیک,1
7135,سیل زده,-1
7136,سیلاب‌زده,-1
7137,سیلی‌خورده,-1
7148,سپاس گزار,1
7149,سپاسگزار,1
7155,سپری,-1
7156,سپیده دم,1
7158,سکته,-1
7159,سکته دار,-1
7162,سکه,1
7166,سکون,1
7169,سگ دورگه,-1
7170,سگ ماده,-1
7172,سگ نگهبان,1
7176,سیاتیک,-1
7177,سیادت,1
7184,سیانید,-1
7185,سیاه,-1
7186,سیاه رو,-1
7187,سیاه زخم,-1
7188,سیاه سرفه,-1
7189,سیاه پوست,-1
7191,سیاهی,-1
7194,سیتومگالوویروس,-1
7199,سیر تکاملی,1
7207,سیل,-1
7219,سیگار,-1
7221,سیگاری,-1
7228,شاخه,1
7231,شاد,1
7232,شاد و خرم,1
7234,شادابی و طراوت,1
7235,شادروان,-1
7236,شادمان,1
7237,شادی‌آور,1
7238,شادی‌بخش,1
7239,شادکام,1
7240,شادی,1
7242,شادی و سرور عمومی,-1
7243,شادی کردن,1
7246,شارژر,1
7248,شاعر,1
7253,شام,1
7254,شامل,1
7256,شانس,1
7257,شانه,1
7258,شانه خالی کردن,-1
7261,شاه بلوط اروپایی,-1
7268,شاهزاده,1
7269,شاهزاده خانم,1
7271,شاهوار,1
7272,شاهکار,1
7276,شایسته,1
7277,شایع,1
7278,شایعه‌ساز,-1
7279,شاکر,1
7281,شاکی,-1
7285,شایان ستایش,1
7287,شایسته,1
7288,شایستگی,1
7290,شایعات بی اساس,-1
7291,شایعه,-1
7298,شبانی,1
7300,شبح,-1
7301,شبح مانند,-1
7308,شبه جرم,-1
7313,شبکه,1
7320,شتاب زده,-1
7325,شتر‌گاو‌پلنگ,-1
7326,شته,-1
7327,شجاع,1
7328,شجاعت,1
7329,شجره نامه,1
7330,شخص,1
7331,شخص غایب,-1
7333,شخص غیر قابل توصیف,1
7341,شخصیکه در استعمال کلمات صحیح و سواس دارد,1
7348,شدیداللحن,-1
7349,شدید,-1
7351,شراب سیب,1
7355,شرارت,-1
7356,شرارت‌بار,-1
7363,شرجی,1
7367,شرخر,-1
7381,شرم,-1
7382,شرم آور,-1
7383,شرمسار,-1
7384,شرمنده,-1
7386,شرم‌آلود,-1
7387,شرور,-1
7392,شریف,1
7395,شرکت,1
7400,شرکت کننده,1
7404,شریر,-1
7405,شریک,1
7406,شریک شدن,1
7411,شسته,1
7412,شسته‌نشده,-1
7432,شعف‌انگیز,1
7434,شعله ور,-1
7435,شغل,1
7437,شفا,1
7438,شفابخش,1
7446,شفقت,1
7449,شقاق,-1
7451,شقی,-1
7452,شل,-1
7453,شل و ول,-1
7454,شلاق,-1
7455,شلاق زدن,-1
7458,شلخته,-1
7464,شلوار گشاد,-1
7469,شمار,1
7490,شمرده سخن گفتن,1
7497,شمشیر,-1
7498,شمع,-1
7504,شن,1
7506,شنا,1
7508,شناخته,1
7511,شناختی,1
7513,شناسنامه‌دار,1
7516,شندرپندر,-1
7520,شنوایی,-1
7527,شنیع,-1
7530,شهادت,-1
7532,شهامت,1
7533,شهد,1
7536,شهرآشوب,-1
7537,شهرت,1
7538,شهردار,1
7543,شهروند,1
7547,شهری,1
7549,شهوانی,-1
7550,شهوت,-1
7558,شهیر,1
7559,شهید,-1
7560,شوالیه,1
7561,شوخ,1
7565,شوخی,-1
7566,شوخی کردن,1
7567,شوخ‌طبع,1
7568,شور,1
7569,شورا,1
7572,شورانگیز,1
7574,شورای کلیسایی,1
7576,شورش,-1
7577,شورشی,-1
7578,شورشی,-1
7579,شوره سر,-1
7580,شوریده,-1
7583,شوق و شعف,1
7584,شوق‌زده,1
7585,شوم,-1
7587,شوهر زن زانیه,-1
7588,شوینده,1
7594,شیدا,1
7601,شیرین‌کام,1
7602,شیرپاک خورده,1
7608,شیطان,-1
7611,شیطنت‌آلود,-1
7612,شیطنت‌آمیز,-1
7615,شیفته,1
7620,شیوا,1
7621,شیک,1
7622,شپش,-1
7623,شک,-1
7624,شکار,-1
7625,شکار غیر قانونی,-1
7628,شکارچی,-1
7629,شکارگاه,1
7630,شکاری,-1
7631,شکاف,-1
7634,شکایت‌آمیز,-1
7636,شکایت,-1
7637,شکر گزاری,1
7638,شکر‌گزار,1
7639,شکست,-1
7640,شکست خورده,-1
7642,شکست مفتضحانه,-1
7644,شکستن,-1
7647,شکسته,-1
7648,شکستگی,-1
7649,شکست‌ناپذیر,1
7651,شکفته,1
7652,شکل,1
7653,شکل عجیب و غریب,-1
7656,شکلات,1
7662,شکم باره,-1
7664,شکم پرستی,-1
7665,شکمو,-1
7669,شکم‌چران,-1
7670,شکنجه,-1
7671,شکنجه‌گر,-1
7672,شکننده,-1
7673,شکوفه,1
7674,شکوه,1
7675,شکوه مند,1
7676,شکوه و جلال,1
7677,شکیبا,1
7678,شکیبایی,1
7679,شگرف,1
7681,شگفت آور,1
7683,شگفت انگیز,1
7690,شیدایی,-1
7691,شیر,1
7695,شیرزن,1
7696,شیره,-1
7698,شیرین,1
7699,شیرین و مطلوب,-1
7703,شیرینی,1
7707,شیطان,-1
7708,شیطانی,-1
7712,شیمی دان,1
7718,شیک پوش,-1
7719,صابر,1
7724,صاحب انحصار,-1
7731,صاحب‌نظر,1
7736,صادق,1
7737,صادقانه,1
7740,صافی,1
7743,صالح,1
7746,صبحانه,1
7750,صبر,1
7751,صبر کنید,-1
7752,صبور,1
7756,صحت,1
7761,صحیح,1
7767,صدا دار,1
7769,صداقت,1
7770,صدای اردک,-1
7774,صدای بلند یا محکم,-1
7778,صدای خرد کردن یا خرد شدن چیزی زیر دندان یا زیر چرخ و غیره,-1
7779,صدای خش خش,-1
7781,صدای ضربه ناقوس,-1
7787,صدای ناهنجار و خشن,-1
7796,صدف,-1
7798,صدقه,1
7799,صدمه,-1
7800,صدمه زدن به,-1
7801,صدمه‌دیده,-1
7802,صدمه‌ندیده,1
7804,صد‌تا‌یه‌غاز,-1
7805,صراحت,1
7809,صرعی,-1
7810,صرف,-1
7813,صرفنظر کردن از,-1
7814,صرفه جو,-1
7815,صرفه جویی,1
7816,صریح,1
7818,صعب العبور,-1
7819,صعب‌الحصول,-1
7820,صعب‌العبور,-1
7821,صعب‌العلاج,-1
7822,صعب‌الوصول,-1
7823,صعود,1
7825,صف,1
7832,صفرا,-1
7835,صفرکیلومتر,-1
7837,صلاحیت,1
7839,صلح,1
7840,صلح آمیز,1
7841,صلح آمیز,1
7842,صلح جو,1
7843,صلح دوست,1
7844,صلح‌باور,1
7845,صلح‌طلب,1
7848,صلیب,-1
7849,صلیب شکسته المان نازی,-1
7851,صلیبی,-1
7854,صمیمانه,1
7856,صمیمی,1
7858,صمیمیت و همدلی,1
7866,صنعت‌گر,1
7870,صنوبر,1
7873,صواب,1
7885,صومعه,1
7888,صیقلی,1
7889,صید,-1
7891,ضامن,1
7892,ضایع,-1
7893,ضایعات,-1
7895,ضبط شده,-1
7896,ضبط کردن,-1
7897,ضبط کننده,1
7898,ضجه و زاری کردن,-1
7902,ضد,-1
7905,ضد زنگ,1
7906,ضد عفونی,1
7907,ضد عفونی,1
7909,ضد قارچ,1
7910,ضد و نقیض,-1
7913,ضد یا مانع گلوله,1
7914,ضدآب,1
7915,ضدآتش,1
7916,ضدآسم,1
7920,ضدارزش,-1
7921,ضدافسردگی,1
7923,ضدانفجار,1
7929,ضدتشنج,1
7931,ضدحریق,1
7934,ضددرد,1
7935,ضددولتی,-1
7936,ضدزخم,1
7937,ضدزلزله,1
7938,ضدسرطان,1
7942,ضدضربه,1
7943,ضدعفونی کننده,1
7944,ضدملی,-1
7945,ضدمیگرن,1
7947,ضدنفخ,1
7948,ضدنفر,-1
7949,ضدونقیض,-1
7955,ضرب المثلی,1
7956,ضرب و شتم,-1
7957,ضربان,-1
7958,ضربت,-1
7961,ضربت سخت زدن,-1
7964,ضربه,-1
7968,ضرب‌دیده,-1
7969,ضرر,-1
7970,ضرردیده,-1
7973,ضروری,1
7975,ضعف,-1
7976,ضعیف,-1
7977,ضعیف‌النفس,-1
7978,ضعیف,-1
7979,ضعیف النفس,-1
7980,ضعیف و ناتوان,-1
7981,ضمانت,1
7987,ضیافت,1
7989,طاعون,-1
7991,طاقت فرسا,-1
7997,طاووس,1
8004,طبقه,-1
8006,طبقه بندی کردن,1
8015,طبیب قانونی,-1
8019,طراح,1
8022,طراوت,1
8023,طرب,1
8024,طرح,-1
8025,طرح دعوی در دادگاه,-1
8027,طرد کردن,-1
8031,طرز حیرت انگیزی,1
8033,طرز ناراحت,-1
8036,طرف دعوی,-1
8037,طرفدار,-1
8039,طرفداری,1
8042,طعمه,-1
8044,طعم‌دار,1
8046,طعنه,-1
8047,طعنه امیز,-1
8048,طعنه‌آمیز,-1
8051,طفره,-1
8052,طفره رفتن,-1
8053,طفیلی,-1
8054,طلا,1
8055,طلاق,-1
8063,طلسم,1
8064,طلسم کردن,1
8067,طلیعه چیزی بودن,1
8068,طمع,-1
8069,طمع به چیزی داشتن,-1
8070,طمع کار,-1
8074,طناز,1
8076,طنزآلود,1
8077,طنزآمیز,1
8081,طهارت,1
8083,طوطی وار,-1
8084,طوطی,-1
8085,طوفان,-1
8088,طوفانی,-1
8090,طول عمر,1
8093,طولانی کردن,-1
8101,طیفی,-1
8102,ظالم,-1
8103,ظالمانه,-1
8105,ظاهرا,-1
8106,ظاهرالصلاح,1
8108,ظاهرفریب,-1
8112,ظاهری,1
8113,ظرافت,1
8118,ظریف,1
8119,ظلم,-1
8122,ظهور,1
8124,عابد,1
8125,عابر پیاده,-1
8127,عاجز,-1
8131,عادل,1
8132,عادلانه,1
8143,عاشق,1
8144,عاشقانه,1
8145,عاشق‌پیشه,1
8148,عاصی,-1
8151,عاطل,-1
8152,عاطل و باطل,-1
8153,عافیت طلب,1
8155,عاقبت به خیر,1
8156,عاقبت‌اندیش,1
8157,عاقل,1
8158,عاقلانه,1
8160,عالم,1
8164,عالی,1
8165,عالی رتبه,1
8166,عالی مقام,1
8167,عالی‌قدر,1
8168,عالی,1
8170,عام المنفعه,1
8175,عامی,-1
8180,عبادت,1
8182,عبث,-1
8183,عبرت,1
8188,عبوس,-1
8189,عتاب‌آمیز,-1
8191,عتیقه,1
8193,عجز,-1
8194,عجز از پرداخت دیون,-1
8197,عجوزه,-1
8200,عجیب الخلقه,-1
8202,عجیب و جالب,1
8203,عجیب و غریب,-1
8204,عدالت,1
8205,عدالت‌خواه,1
8206,عدالت‌پذیر,1
8207,عدالت‌پرور,1
8208,عدالت‌گستر,1
8209,عداوت,-1
8217,عدل,-1
8218,عدل‌گستر,1
8219,عدم,-1
8220,عدم اعسار,1
8223,عدم تحمل,-1
8226,عدم صلاحیت,-1
8227,عدم فعالیت,-1
8228,عدم مطابقت,-1
8229,عدوانی,-1
8231,عذاب,-1
8232,عذاب آور,-1
8233,عذر خواهی کردن,1
8234,عذرخواهی,1
8255,عرق‌سوز,-1
8256,عروس,1
8268,عزادار,-1
8269,عزاداری,-1
8272,عزت,1
8273,عزلت‌نشین,-1
8274,عزیزدردانه,1
8275,عزیز,1
8276,عزیمت,-1
8277,عسل,1
8280,عشق,1
8281,عشق خوش فرجام,-1
8282,عشق ورزیدن,1
8283,عشقبازی,1
8285,عشوه‌گر,1
8287,عصا قورت داده,-1
8290,عصب,1
8292,عصبانی,-1
8293,عصبانی کردن,-1
8296,عصبی,-1
8297,عصبی,-1
8299,عصیانگر,-1
8300,عضلات عقب ران,-1
8302,عضلانی,1
8311,عضوی,1
8312,عطا,1
8316,عطر,1
8318,عطرآگین,1
8320,عطسه,-1
8326,عظما,1
8327,عظمت,1
8329,عظیم,1
8330,عظیم الجثه,1
8331,عفت,1
8332,عفن,-1
8333,عفو عمومی,1
8335,عفونت,-1
8336,عفونی,-1
8337,عفونی,-1
8338,عفونی کردن,-1
8339,عفیف,1
8342,عقب,-1
8343,عقب افتادگی,-1
8345,عقب مانده,-1
8349,عقب‌افتاده,-1
8350,عقب‌مانده,-1
8351,عقد,1
8354,عقرب,-1
8355,عقل,1
8357,عقلانی,1
8361,عقل‌گرا,1
8363,عقیم,-1
8364,عقیده,-1
8366,عقیم,-1
8367,عقیمی,-1
8369,علاج ناپذیر,-1
8370,علاج پذیر,1
8371,علاف,-1
8372,علاقمند,1
8373,علاقه,1
8374,علاقه شدید به چیزی,1
8375,علاقه مند,1
8376,علاقهمند,1
8377,علام,1
8378,علامت,-1
8382,علف‌های هرز,-1
8397,علمی,1
8398,علم‌پرور,1
8400,علنی,1
8401,علوفه,-1
8405,علی السویه,-1
8406,علیل,-1
8418,عمده,1
8423,عمری,1
8424,عمق,1
8426,عمل,1
8428,عمل سوء,-1
8429,عمل شنیع,-1
8438,عمه,1
8452,عنق,-1
8453,عنقا,1
8454,عنوان,1
8457,عهد,1
8459,عهد‌شکن,-1
8460,عوارض,-1
8463,عواقب بعدی,-1
8466,عوام‌فریب,-1
8467,عود,-1
8468,عوض کردن,1
